player_id,full_name
39073,Émerson da Conceição
535037,Erick Samuel Correa Farias
362844,Pedro Rocha Neves
697401,Heron Crespo da Silva
228038,Michael Vinicius Silva de Morais
980823,Kayque Ryann Santos Silva
39087,Daniel Alberto Díaz
535959,Luís Henrique Barros Lopes
39089,José Emílio Robalo Furtado
229708,Erivelto Emiliano da Silva
1223685,João Victor Alves Ferreira
110074,Bruno César Zanaki
228885,Carlos Daniel López Huesca
109008,Flávio Nunes Ferreira
37944,Deyvison Rogério da Silva
697714,Fábio Pereira Baptista
534473,Paulo Lucas Santos de Paula
697520,Clarismario Santos Rodrigues
363156,Jesiel Cardoso Miranda
229736,Alisson Euler de Freitas Castro
980825,Matheus José Belém de Souza
362835,Carlos Eugênio Júnior Tavares dos Santos
39825,Tsholola Tshinyama
363174,Rodrigo Eduardo da Silva
110078,Carlos Eduardo de Oliveira Alves
537296,Jean Patric Lima dos Reis
1223728,Cauê Nascimento Santos
37947,Mateus Galiano da Costa
980854,Ythallo Ryckelm Rodrigues de Oliveira
537386,Bruno César Xavier Sislo
1223829,Edenilson Santos Nascimento Filho
697845,Claudio Coelho Salvático
980837,Felipe Negrucci Berdague
363177,Matheus Henrique Cassini de Paula
363173,Carlos Moises de Lima
229949,Manuel David Afonso
40608,Alexandre Afonso da Silva
1223828,Luis Miguel Borges de Paula
697716,Sérgio Pereira Andrade
1223830,Pedro Henrique Pinheiro de Jesus
982549,Lucca Holanda Sampaio Tavares
230233,Alberto Rodríguez Ramos
110326,Jucilei da Silva
698454,João Pedro Teixeira Silva
40975,Marcos Roberto Pereira dos Santos
537599,Mateus Barbosa dos Santos Criciúma
363794,Carlos Eduardo Ferreira de Souza
982524,Célio Antonio Pompeu Pinheiro Martins
109038,José Rodolfo Pires Ribeiro
1223831,Andrei Gabriel dos Santos Ferreira
230485,Modesto Acosta de la Rosa
1223832,Davi Barbosa da Silva Novaes
229854,Leandro Cordeiro de Lima Silva
982617,Hércules Pereira do Nascimento
77,Lucimar da Silva Ferreira
537602,João Mário Neto Lopes
41037,Danilo Cirino de Oliveira
111819,Norberto Murara Neto
363779,Zotsara Randriambololona
698742,Gabriel Dal Toé Busanello
40555,Sérgio Gabriel da Silva Andrade
983500,David Kaiki Flores da Silva
698784,Eduardo Vinicius Domachowski
111828,Fransérgio Rodrigues Barbosa
110650,Ricardo Bueno da Silva
699592,Manuel Jorge Silva
538253,Simão Verza Bertelli
1223833,Pablo Pereira da Costa
231289,Otávio Edmilson da Silva Monteiro
1426,Claudemir Jerônimo Barreto
1223857,Kaio Eduardo do Nascimento Pereira dos Santos
41234,Claudiano Bezerra da Silva
538978,Pedro Gabriel Pereira Lopes
109,Leonardo de Déus Santos
231610,Gaëtan Anthony Varenne
700168,João Victor Donna Bravim
364258,Bernardo Fernandes da Silva Junior
983843,Hélio Miguel Júnior
111961,Jesús Joaquín Fernández Sáez de la Torre
364261,Danilo das Neves Pinheiro
41932,Diego Goldim
112062,Uilson de Souza Paula Júnior
41414,Lucas Pezzini Leiva
111667,Marcio de Souza Gregório Júnior
231614,Gilberto Moraes Júnior
985172,David Ricardo Loiola da Silva
364257,Ivan Quaresma da Silva
700680,Luis Felipe Hungria Martins
700933,Derik Gean Severino Lacerda
1224500,Marco Antônio Pereira do Nascimento da Silva
984093,Thiago Balieiro Lourenço de Carvalho
364404,Francisco Daniel Simões Rodrigues
539135,Leonardo de Andrade Silva
1223983,Brayan Felipi Pereira Gravelo
1613,Matheus Coradini Vivian
539183,Anderson de Jesus Santos
112237,Leandro Freire de Araújo
232096,Renato Augusto Santos Junior
42622,Leandro da Silva II
364972,Marlon Freitas
538230,Bruno Ferreira Melo
3233,Christian Maicon Hening
1224014,Marlon Santos Teodoro
539203,André Luis Silva de Aguiar
42853,Antônio Ferreira de Oliveira Junior
232847,Lucas Rafael Araújo Lima
3165,Cristiano Márques Gómes
365616,Alex Júnior Christian
365368,Matheus Martins Fogaça de Paulo
3366,Ricardo Izecson dos Santos Leite
43076,Nivaldo Batista Santana
985351,Renato Marques de Oliveira Junior
112611,Leonardo Ferreira
539252,João Pedro Loureiro da Costa
703322,Bruno Gomes da Silva Clevelário
985349,Igor Henrique da Silva Nogueira
987568,Italo Moreira Barcelos
703321,Gabriel Fortes Chaves
112624,João Vitor Lima Gomes
1225121,Pedro Henrique de Oliveira Cruz
1225115,Felype Gabriel Alencar Carvalho
112962,Roger de Carvalho
3535,Ricardo López Felipe
539949,Tiago Rodrigues dos Reis
366450,Iury Lirio Freitas de Castilho
43276,Luiz Antônio Godoy Alves Júnior
3890,Eduardo Ribeiro dos Santos
987776,Everton Macedo Moraes
540541,Eduardo Jacinto de Biasi
